Main_Index,text
40177,"I made it to the 5 year mark. However, I am still nervous at every appointment or any pain or weird feeling in my body. I was only 30 when I had breast cancer and have gone through every precautionary surgery. I try to be positive, but I am worried about when and if the cancer will come back. Any survivors have any advice?"
40321,"Hello!  I have been reading posts here for a few days now but just now got my nerved up to post.  I was diagnosed with breast cancer on 8/6/12.  After the needle biopsy results were back and options were presented to me by my Breast Surgeon I opted for the skin and nipple saving double mastectomy.  There has been so much breast cancer in my family that even though I was a good candidate for a lumpectomy and radiation I didn't want to take any chances.  On 8/21/12 I had my surgery.  At that time the PS inserted the skin expanders.  My final pathologoy report which I received last week was fantastic.  Nothing in my lymph nodes, all clear in the areas surrounding the malignant mass.  The path report did show some active cells in the breast without the malignancy that might have eventually become cancerous, so I am very happy with my decision to have the double mastectomy!  I do not have to have any radiation or chemotherapy, thank God.  I just have to be patient until this reconstruction process is completed.  Currently I have two tubes (out of four) still in place, but hope to have them removed this coming week."
40342,"Hi Friends,
As luck would have it, my realization that something is wrong is happening 2 days before Christmas. And so, I am seeking guidance during this lag period, while I wait to take action.
My situation is lymph node swelling. The ones above my breast, under my arm, under my breast. I think i feel something IN one of the nodes under my arm.  I've had quite a lot of discomfort for months, where my left arm suddenly feels weak and achy, like I have an impingement. Only a month ago did I link it to my lymph nodes. Even then, I wasn't alarmed. I was given basic training (years ago) by a homeopath to drain lymph nodes, and so I began doing so, started detoxing through diet, etc. I still am hopeful it is as simple as fluid retention after having a couple viruses. But my gut says something is wrong, and action is needed now.
  The question I'd like to ask is where to begin. I like to know exactly what to ask the doctor when I go in, exactly what tests to request (in case my Dr. misses something).
I've read that biopsy is the difinitive diagnostic procedure, but I'm guessing we don't start there. Do I start with mammogram to rule out breast involvement? Get an ultrasound of my nodes? With 3 kids, I'd frankly like to cut to the chase, with as few tests and babysitters as possible.
Thanks for your time. I look forward to hearing from you.
Oumrayan"
40361,"Heavenly Father, I thank you for loving me. I thank you for sending your Son, Our Lord Jesus Christ, to the world to save and to set me free. I trust in your power and grace that sustain and restore me. Loving Father, touch me now with your healing hands, for I believe that your will is for me to be well in mind, body, soul and spirit."
40380,"Hello!  I have been reading posts here for a few days now but just now got my nerved up to post.  I was diagnosed with breast cancer on 8/6/12.  After the needle biopsy results were back and options were presented to me by my Breast Surgeon I opted for the skin and nipple saving double mastectomy.  There has been so much breast cancer in my family that even though I was a good candidate for a lumpectomy and radiation I didn't want to take any chances.  On 8/21/12 I had my surgery.  At that time the PS inserted the skin expanders.  My final pathologoy report which I received last week was fantastic.  Nothing in my lymph nodes, all clear in the areas surrounding the malignant mass.  The path report did show some active cells in the breast without the malignancy that might have eventually become cancerous, so I am very happy with my decision to have the double mastectomy!  I do not have to have any radiation or chemotherapy, thank God.  I just have to be patient until this reconstruction process is completed.  Currently I have two tubes (out of four) still in place, but hope to have them removed this coming week."
40430,"Hi ladies
I'm new here. I love reading the blogs as they have helped me. I've gone through 4 A/C treatments and start 4 taxol on friday. I worked all through the first 4. I am just wondering what I will be up against for this next round?"
40527,"hello all, I am new here.  I am 49 and was diagnosed with stage 2 invasive breast cancer on one side in Feb.  I  have completed 5 of 6 chemo's and surgery followed by radiation is next.  Have elected double mastectomy (based on input from oncologist and surgeon) and recon but getting cold feet.  2 other oncologists I talked to also recommended mastectomy.   Trying to decide if I can do a lumpectomy instead.  either way I need radiation.    I know I don't want to go through this treatment again But am so scared of having my breasts removed and going through recon.  Any suggestions?"
40741,"I feel silly asking this, with all of the serious issues Sisters here are dealing with.  But I am having a hard time with itching.  It's intense.  I'm scratching my poor breast raw.  I am post-lumpectomy since May, post-rads since end of August, on Tamoxifen for about a month.  Still using generic Biafine (Prutext) or Aquaphor daily.  Anything out there I can take/do for some relief? Thanks, in advance, for taking the time to reply."
40895,"So I walked 4 1/2 miles today to help raise $$ for Breast Cancer Research and THE CURE.  It's the first time for me and I was blown away by the crowd.  I believe there were easily 15000 participants.  Since you can't add photos on the discussion board, I did upload a couple to my ""About Me"" page.  I didn't get a lot of shots but I think these few are good ones."
40944,"I just finished 6 rounds of Taxotere.  After round 4 I bEgan to experience very dry eyes.  Now after round 6 my eyes are weeping, and I notice a significant change in my vision.  I saw an opthalmologist after 4, and I have drops and an eyelid wash.  I am wondering if anyone else experienced a vision change.  I especially notice when driving that I can not read signs as well.  I  do not have glasses except to read, and I wonder how long I should give this until I go for an eye exam.  I don't want to put out a few hundred dollars now, then find out in 3 months my eyes may readjust.  Thanks."
40982,"There's an attorney running a commercial here for class-action clients who have had chemo and suffered permanent hair loss. Supposedly, the drug company knows the probable outcome, but there are no warnings and there are other drugs that would work just as well. They do not name the drug or the drug company in the commercial. Has anyone here had permant hairloss? What drug were you using?"
41050,"My wife had a bilateral mastectomy today and just came out of surgery, during the surgery they did a sentinal node mapping and biopsy. The surgon said two nodes showed positive so they took all of them out of her arm. My concern is that she had chemo BEFORE surgery so obviously it didn't kill everything. Will she have to go through chemo again ?  The Surgon wouldn't answer the question when I asked him and just said we have to wait until the path report comes back..  Any one out there have a similar experiance, Positive lymph nodes found AFTER chemo? I am praying she doesn't have to suffer through chemo again. Thank you all."
41056,"Hello everyone, not even sure this is appropriate or the right thing to do but I am totally unsure what to do.  I am 39 and will be 40 in about 3 1/2 weeks.  Because of this mammograms are not covered and I am having a difficult time finding on in the surrounding area for a reduced cost (perhaps even free).  This didn't concern me until I felt a pretty large mass in my right breast that has never been there before.  It is pretty much painless unless pressed repeatedly, etc.  However, it is alarmingly large, somewhat oval in shape and feels hard and uneven.  I found a mobile mammogram treatment bus however it will not be available in my are until the weekend of my 40th birthday (which as I mentioned is almost a month away).  I don't have insurance unfortunately at this time as I just switched jobs, should I go to the ER?  Would they possibly do preliminary testing?  Please help I am terrified and don't have any family in the area...."
41073,"Has anybody read anything about tamoxifen making you more susceptible to sun exposure sensitivity?  I was out for a walk yesterday and later in the evening realized I had sunburn on both arms.  I'm not usually sensitive to the sun and don't usually burn so easily.  Wondering if it's the tamoxifen - and, if so, why...
Thanks for any knowledge y'all have!
Beth"
41183,Hello everyone. I have a definite lump in my breast and had to see Dr at breast clinic. Now I am confused because he said we will do a mammogram and ultra scan and I will see you in 4 weeks for diagnosis? There was no mention of a needle test or mri ? I have a strong history of breast cancer in my family and just wondered if he can diagnose accurately from just these 2 tests without a biopsy? Wishing you all well on your journeys xx
41211,I am hoping and praying that you are getting positive information - as well as solutions!  Please update us when possible.
41265,"Dawne is going through a very rough time right now. She has been in the hospital since Monday. I have been able to go see her a couple of times. She is in a lot of pain and having difficulty breathing. She had a lot of fluid drained from around her heart yesterday, still having some breathing issues they are working on. Forgive me for not trying to go in to detail about everything going on right now. She is a fighter and has a huge faith!! Her family is amazing and are right there for her. Her Mom and husband have been great about keeping me posted on whats going on and have made me feel a part of the family. I will try to update more often. Thank you for all the prayers. Prayers and God Bless you all."
41288,"We had some friends out today and one of my friends said that since all of my treatments are over now, I can just go back to being the old me again.  I just smiled and said yea, sure.  Why can't people understand that I don't think I can go back to the old me, that I have changed, and probably not in a good way for now.  I finished rads just a few months ago and I still feel lost.  I still feel like I am kind of in a queary as to how do I forget about a recurrence, how do I just not think of my bc everyday.  How do I not look at her or any of my other girlfriends and just say why, why me.  Guess I am just feeling a little down and like others on here, needed to write this down.  I will get past this, it just upset me that she thought I can go back to how I was before my bc, because I can't, no matter how hard I try.  Thanks for reading this."
41319,"Please shed some light on the loss of eyebrows and eyelashes during chemo treatments.  I'm on day 16 after my first chemo infusion and know any day now, it's time for my wigs.  Just wondering what your experiences has been with the loss of other hair.  Does it all come out at the same time? Should I expect the loss of my eyebrows and lashes for the during of chemo?  I hear so much about hair loss, wigs and scrafs, but not much about what to do about the loss of other hair. I know we're all different, but it's GREAT to hear your experiences and to gather info.  I love this CSN resource!!!"
41332,"Well I am having the VATS on my left lung with some node removal on Monday....He said he wasnt sure how many nodes, he would decide once he's in there...I will have to stay at least one night and he said it could be up to three, I hate staying in the hospital.  Really need the pink bus:)   Thanks to you all!!!!"
41403,"My wife had a bilateral mastectomy today and just came out of surgery, during the surgery they did a sentinal node mapping and biopsy. The surgon said two nodes showed positive so they took all of them out of her arm. My concern is that she had chemo BEFORE surgery so obviously it didn't kill everything. Will she have to go through chemo again ?  The Surgon wouldn't answer the question when I asked him and just said we have to wait until the path report comes back..  Any one out there have a similar experiance, Positive lymph nodes found AFTER chemo? I am praying she doesn't have to suffer through chemo again. Thank you all."
41489,"Hi I am new to this site and have been having problems getting some straight answers from ""all"" of my doctors on this issue.  It has to do with taking Tamoxifen and Wellbutrin at the same time.  I have been on both for one year and all my doctors had listed in their records that I was taking both but no warnings.  Now the pharmacist has told me that by taking these two drugs together I essentially have not been getting the benefit of the Tamoxifen.  Obviously I was a little alarmed. Anyone have any imput on this.  Thanks. Linda"
41600,"Sorry it has been so long since I updated. My Mom fell about 3 weeks ago and broke her hip. I have spent a lot of time at the hospital and now running back and forth to rehab now. She is handling therapy terrific for a soon to be 82 yr old!! She was still very active and is doing really well.
Dawne is hanging in there, she has chemo evry 2 weeks. She is on Navelbine and is having a pretty rough time with it. She has about 10 bad days between tx. She felt good on Thanksgiving and had a great family time.She is hanging in there and keeping her spirits up. I will definitely tell her you have been asking about her. I will try to be better about updates. God Bless you all
                              (((hugs))) Janice"
41695,"Has anyone here gone through the treatment regimen of lumpectomy, chemo, radiation, while living alone? I do not want to put my extended family through needing to drive me to treatments, etc. Also, will I be able to take care of myself, drive 2 hours each way for treatment? I am semi retired, so I don't need to worry about that. I am trying to make decisons and I know everyone is different, but it would help me to know that this is doable alone. Has anyone handled all this alone? Thanks."
41818,"It's been 6 weeks since her double mascetomy(cancer in both Breasts).She finally had a appt with her oncologist. Her dx is Stage 2 A&B.One or more lymph nodes involved on one side,other side OK .She starts chemo on the 18th of this month.She's to have a test done.Not sure if it will be before or after her chemo treatment. The doctor thinks it's spread but we're thinking postive.If it spread she will be Stage 4."
42284,"When I had chemo in 2009 I went into menopause on the way home from my first Taxol cocktail. After chemo,  I took tamoxifen for a year - waiting the one year since your last period time.  I started on Arimidex and took it for almost a year until my Dr switched me to the other A - Aromasin.  During the time I was on the A's I developed something called erythema nodosum - red spots causing swelling and inflamation on your lower legs - some sort of inflamation of the fat just beneath your skin.  My legs look like they have been badly bruised - deep purple/red.  The Dr isn't sure if they will ever return to their normal color.  Before they figured out what was causing this I had several biopies and blood work done.  At its worst my legs would swell and felt like they were burning from the inside out - hot to touch and painful to walk.  ....Anyway they figured it was the A meds.  I've been off of that since mid-October taking meds to help my legs.  Now the Dr wants to put me back on the tamoxifen - but I'm not so sure.  Is it safe for post-menopausal women?    Thanks for any input and has anyone else out there had the issue with their legs?"
42300,"Hello.  I was lurking about to find some info. Maybe this will also help others later. I had 4 rounds of chemo, mastectomy, another 3 rounds of taxol, and now two weeks into radiation. Like I need any more side effects, but here we go. I have dealt with everything head on, even with a smile, but was dreading radiation. "
42476,"On Monday I went to the lab at Kaiser to get my blood drawn.  As usual, I pulled my number and looked at the current number to estimate the wait for check in.  Only 10 numbers ahead of me, not a bad wait."
42641,"Hi all. Starting radiation today and I'm just a little puzzled about what to wear if/when my skin starts to burn. I saw something about plain white t-shirts, which I bought. But having had a lumpectomy, I still have to hold up the breasts I have left! The radiation nurse said that anything constricting and rubbing the skin will be uncomforable. That's kind of the definition of a bra even non-underwire bras. Any suggestions or advice on what you did would be greatly appreciated."
42697,"I saw a comment on yahoo.com under the big storm article. Someone mentioned to not forget the pets. I know people are important, but so are pets. I wonder if there are places willing to take pets for safe keeping? And help to get them there?
I am a big animal and bird lover, fish not so much...I worry about the animals abandoned by their owners.... It breaks my heart."
42765,"It's official.  Oral surgeon said the ulcer is a small area of exposed bone=Stage 1 jaw osteonecrosis.  He started me on a chlorhexidine rinse.  He would like me to take a holiday from xgeva for a few months.  I haven't talked to onc yet, but he will probably agree."
42782,"If none of you have read my previous posts, my mammogram showed some calcification spots at my annual mammogram and last year had my breast implants removed so this is first mammogram after removal.  The surgeon thought it was due to injury to breast tissue along with radiologist and thought it could wait for a 6 month recheck on mammogram.  However, talking to several people at his office since the scan they keep telling me different margins of possibiity of cancer and now I'm not sure who to believe.  Their main concern after trying to get a biopsy with the needle was that it was ""too dangerous"" because it was close to the chest bone.  But after talking to the nurse today they told me they are going to insert a ""marker"" to get the area in question biopsied then why couldn't they do the other biopsy.  I'm thinking they are still sticking a needle in there.  I'm so confused and needing an explanation but didn't think of it when talking to the nurse today."
42895,"I am at work and have to be brief but MRI is clear and she does have shingles in her eye.  Poor baby,  that has got to be miserable.  She is still in the hospital.  I will write more later but just had to share. "
42910,"hello all, I am new here.  I am 49 and was diagnosed with stage 2 invasive breast cancer on one side in Feb.  I  have completed 5 of 6 chemo's and surgery followed by radiation is next.  Have elected double mastectomy (based on input from oncologist and surgeon) and recon but getting cold feet.  2 other oncologists I talked to also recommended mastectomy.   Trying to decide if I can do a lumpectomy instead.  either way I need radiation.    I know I don't want to go through this treatment again But am so scared of having my breasts removed and going through recon.  Any suggestions?"
43069,I need radiation treatments. Had 2 consultations already at different facilities. Neither accommodate people that work. How do I do this? The company I work for will be livid if I take off. No I can't quit! They hate me already for having this disease...as if I did it on purpose...now I have to shop for RO's that will be open extended hours???!!!!
43106,"After  a week of pain, discomfort and pain meds it's nice the fog is lifting.  I'm just taking Tylenol in the daytime and heavier drugs at bedtime.  The incision isn't bad but the drains hurt whenever I move my arms."
43113,I am having a double mastectomy in 2 weeks and I have DCIS in situ Stage 0 but a grade 4.  I am scared and confused from everything I have been reading and wanted to see if anyone has any helpful advice as what to expect from all of this?  I do not have to do Chemo nor radiation Thank God.  I am BRCA1 positive though.  Any information would be greatly appreciated.
43120,"I am 36. I had a hysterectomy 3 years ago. I have been experiencing left breast pain which is constant and getting worse for about 5 months. I have had swollen lymph node for 6 months. Today I discovered tenderness under my left arm pit.. I also have some dry, itchiness on my left breast but not necessarily ""scaling"". I cannot find a lump or maybe I just don't know what I am doing with the self exam. I do know that I have dense, fibrystic breast tissue. It does appear my left breast may be larger than my right.  I just wondered if this could be Breast Cancer? Have any other ladies on here had the same experiences and found out they had Breast Cancer? Somebody please help! I would appreciat it greatly!"
43305,please Pray for my friends mom.She is having surgery today for Breast Cancer.Thank you.
43314,"CypressCynthia, how did your chemo go today?  Hope it was easy on you and your SE are minimal this round.  You re in my prayers."
43614,"It seems there are several others that are going through radiation treatments now, besides me, and I thought we might like to post how we are doing, tips or hints or just anything."
43797,"Well Saturday night was just no fun at all.  I threw up about 10 X even after zofran and phenergan.  Started having terrible left-sided pain.  Went back to ER (hate, hate, hate).  At first, there was suspicion of gallbladder disease.  Yay!!!"
44040,"Dawne has been back in the hospital since Thursday night. She has been having a very rough time with fluid accumulating in her left lung. The cancer has spread to her left lung now. She has had fluid drained 4 times in a little less than 2 weeks, 3 times last week. She has gone in to heart failure and had a very scary episode when she went in to respiratory distress yesterday. They had planned on placing a drain in her lung but cannot do that because it is to risky to put her to sleep. I wish you could all know Dawne. She is amazing she is fighting like a champ, she has such a strong spirit. Her family is with her and take the very best of care of her. Please keep her and her family in your prayers and thoughts. God Bless you all"
44178,"How about a courtesy knock before entering the exam room?  Almost universally, all medical staff will give a short courtesy knock prior to entering the exam room.  Usually before the doctor actually examines me he will get a nurse to chaperone.  The last 3 or 4 times I've seen the new NP instead of the doctor.  The NP is everything the doctor isn't...except I've noticed that he doesn't do these two things."
44215,"Something made me think of this, but when i was little, i wanted to be a go-go dancer!  I swear!  I grew up in the 60's and it was the rage!  I would put on my sisters white lipstick and white go-go boots and dance, lucky you-tube wasn't around then!  Of course, now I am shy about dancing.  But, anyway, i was thinking about this and i was alone in the house, so i put on some Earth, Wind and Fire (but no white boots or lipstick) and i was dancing like crazy, and it made me feel so good.  Music can take you out of a dark place, so when you are down, put on some funk and dance.  Or, think of one of your passions from when you were little and innocent and go with it.  Put on Groove Tonight or Boogie and your fingers will be snapping.  I love you guys"
44431,"Hi, my name is Christina and I am 30 years old. I was diagnosed with breast cancer back in October of last year. I started chemo the 1st of December. My doctor started me with Paclitaxel chemo, one dose every week. My last dose of Paclitaxel was on February 15th. I did very good on that type of chemo, meaning I had no nausea or vomiting! I did lose my hair and have had very severe itchness on my hands and feet. To the point that I can't walk, drive or anything but scratch. Has anyone else had this issue?? My hands and arms look like I have chicken pox! "
44497,"HI everyone.  I just got a xmas letter from a friend and she is saying that she is triple neg, but the doc has her doing Herceptin to ""try to kill as many cancer cells as possible"".  WTH?  Has anyone every heard of this?  Why go through Herceptin treatment when triple neg?  I'm worried this doc might be a quack of some sort.  Want to get some feed back before I say something to her."
44716,"My name is Caroline Dare and I am a 12 year old singer/songwriter.  I wrote a song called ""October Pink"" that I want to share. It is about how I felt when my aunt was diagnosed with breast cancer a couple of years ago. She is a survivor. I want this song to bring hope to others affected by this horrible disease. I also want it to raise awareness so others can benefit from early detection. "
44791,"Had my first round of chemo last Thursday followed by three shots of nepogren. Went yesterday for blood work and was told my white blood count was very low and need around round of nepogren. So upset over this
Can anyone tell me does this happen a lot should I just expect that every time I go for blood work that it will be followed by more shot"
44828,My little sister was just diagnosed with Stage 0 cacinoma in-situ. I am so upset and somehow feeling weirdly guilty. I thank God it was caught early like this and have assured her she will make a full recovery. I can't help but wonder about so many women who get mets with early cancers like this though. Mine was advanced Stage 2 Her2 pos so a very different illness. My sister will get surgery and some rads only as she didn't want to accept the option of waiting to see. She says I might have saved her life since she is now so diligent with her mammograms and also that she chose to proceed to treatment right away. She is also getting genetic testing that was not needed for me since I was the first to get bc. I worry for my other two sisters and daughter. Difficult times....Anna
44898,Hello everyone!  I hope all are doing well. I just finished number 10 of 12 Taxol treatments.  The Dr. scheduled me for another PET scan to see if the Chemo did its job.  Please keep me in your prayers.  I am praying and asking God for an NED report!!!
44927,"Not to be outdone by Eileen (Cypress Cynthia), I'm posting a picture of my new wig.  Yep, I've gone blonde.  This is about the color I colored my hair when I used to color it.  Several years ago I let it go gray and I thought I was happy with gray hair, so I've been buying gray wigs.   I don't think I'll ever go back to gray (or at least until I change my mind).  And I can be gray, red, brown, black, or blonde with the blink of an eye.  Not so bad. "
45015,"I am seeing a plastic surgeon this week to discuss reconstruction after having a mastectomy, chemo and radiation a year ago.  I would prefer to use my own tissue rather than an implant because I feel that the implant side will feel different than my remaining breast, and I have come to understand that using an implant under radiated tissue isn't preferred by physicians."
45149,"I saw my oncologist Tuesday to go over the results of the PET scan. My day actually started with a very urgent sounding lady from the lab insisting I get a hold of my provider immediately. Evidently she didn't realize this was blood work ordered by my oncologist as it seems my tumor markers were way elevated. (7. something)
I had been concerned about a muscle spasm in my right back and hoped it wouldn't light up like Times Square on the scan. I'd had this problem since early April and I thought it was from my new keyboard.
After getting the results yesterday I now know what I'm facing and it's not good. Evidently I have 2 spots on my spine (T2 and T9) as well as mets to the 12th rib. So the pain wasn't a muscle spasm at all but bone mets.
I was to have my port installed yesterday morning but the imaging machine at the hospital went on the fritz and I've still heard nothing about rescheduling.
I will be starting 6 rounds of CMF (Cytoxan, Methotrexate and Fluorouracil) probably next week. Not sure what the prognosis is for the bone mets but I've heard not so good.
Anyone else dealt with this?
Lynne"
45161,"Thanksgiving is just around the corner, and, I was wondering what my pink sisters are doing for the holiday."
45227,I am so happy.  I am still dancing with NED.  Thank you all for riding with me on the pink bus. 
45348,"Donna,"
45382,My oncologist appointment is tomorrow.  Thanks for riding the pink bus.  Prayers and kind thoughts welcome........also a margarita.........or two. xoxoxo Lynn
45504,"I don't know if this is right place for me to post. I have had my mastectomy, lymph nodes removed. Been through 4 chemo's and 33 radiations. Have lymphedema in my left arm. Labor Day this year will be a year since it all started. Right now I just feel broken. Like, I have nothing left to give. I've always been the care giver and now I'm so lost and so very angry. I do know I need help. I live rural and do not have a support group that I can drive to that is close. That's why I am here. I know I need help, need to break the chains that bind, but I don't know how. I feel stuck, broken. I know in real world that I will survive, but I'm having trouble staying mentally in the real world. I put up a good mask but I'm afraid it is crumbling. I can't not function. I think I just need someone to listen and give me feed back. Connie"
45522,My name is Robert Charles McCoy Jr.
45532,"Hello Friends,
   I have been gone for a long time on this board & several others as well because I had 2 major surgeries in Dec & Jan.... I actually had a portion of my brain removed so I guess I am a real airhead now.....LOL!!!!!! Yet seriously I am a survivor!!!! Thanks to the Lord & I am regaining my motor controll abilities quickly. Where is Hummingbyrd, Maggs, & a whole host of others. I did search the pages & seem to find little information as well as tons of New Members!!!!!! WELCOME TO THIS SITE ALL NEW MEMBERS!!!!!!! Anyone remember me?? I will be here a lot more often & wanted to say that I finally got my place to live>>>> Hurrah!!!! Everything I am I owe to the Lord> At least most of me. I would love to see some of you guys so can we do a rolecall??? I miss you all & have not ceased to pray for you when I could not get online. Anyway I will hope & pray that I hear from the ones I have missed.... My puter blew a gaskett with the hotmail so I now have Verizon dsl w/msn...... It is much better now. Please update me guys?? Please introduce yourselves New Members too.
God Bless All
Love Cathy"
45567,"Hi everybody! I'm new here and am trying to get my 'sea legs' as it were. I just wanted to introduce myself and say hi. I have just finished treatment for TNBC including chemo, surgery, and 6 1/2 weeks of daily radiation. I did not have reconstruction surgery, but rather decided for a prostethes. It's nice to find a place to go with so much info, and so many ppl such as myself. I'm hoping to be an active participant and look forward to getting to know you."
45852,"Actress Angelina Jolie has undergone a preventive double mastectomy, she revealed Tuesday in The New York Times."
45921,"Curiously I am wondering how many woman waited for their diagnosis, due to doctor failing to order additional diagnostic tests needed, to rule out breast cancer or any cancer. How many mammograms did you have before your diagnoses? Stage 0 and stage 3 is the difference between fighting off cancer and fighting for your life. DO you have a horror story or complaint? Contact me please"
45938,"So,  I skipped mammograms for 5 yrs. Prior history of 15 yrs of  mammos was uneventful for me, minus one guided needel aspiration-diagnosed as a cyst- 6 yrs ago. Among over 50 family members, a maternal aunt had brst cancer in her early 40's, and subsequently passed away.  :-(   I think my risks are low of having any cancer. Altho, I was not pregnant / give birth until my early 30's, I think I reduced my risks by brstfeeding for over 5 yrs. total. So, I skippped those 5 yrs, of mammos, confidently. Also, after seeing what my aunt went through, I thought I would not treat cancer if I did have it.  (she had it 30 yrs ago. )  The eason for this topic, is that I had a screening mammo, was called back for diagnostic mammo on rt, ultra sound on left, which resulted in an ultrasound on rt also. I was informed I have heterogenously dense brsts, and lots of calcifications. FOllow-up in 3 mos, and an MRI are recommended. I don't have the reprot yet, Info came from the US tech, via the radiologist. I feel they r either looking for something, or that my finally agreeing to a screening mammo, has simply lead to ongoing tests, due to dense brsts. I don't know whether to be annoyed or concerned. Anyone have a similar experience? I have been reading a lot on the net, bout different types of calcifications. Back of my mind, tho, is that my family has heart disease, not cancer."
46140,"MY daughter has been going through custoday battle since Aug! He has no job, failed drugs tests (as his MOM did too), has not done anything the judge said (attend Domestic abuse program, anger management, rehab etc) even got a DWI between courts dates. Has CPS come to our house many times-my daughter of course was cleared of all accusations..."
46148,"So far, April 2013 is the snowiest month on record for Rapid City, SD.  Average snowfall in April is 7"" but the Airport has had 43"" and downtown 40"" - not only the snowiest April but the snowiest month on record!  We do desparitely NEED the moisture - but it's supposed to be Spring.  We are still way below average - tonight we'll be down to about 11f -made it all the way up to 29f at the house today."
46398,"All I have been doing is sleeping.,,  "
46466,As New Years Day is just around the corner - what is your traditional New Years Day meal?
46572,"My ENT Surgeon just called with the results from my neck dissection.....all 25 nodes taken were clear!!!!  So I only have to have radiation on my lower lip and chin:)  All of your prayers worked, thank you all so much!!!!  I will get my VATS path results next week."
46617,I know this is off topic but here in East TN the weather has been crazy. I have been out of school since Tues. noon. We have had
46749,So I try to enjoy what I can and escape my own deal with this crap and watch some entertaining TV.
46766,"Well, I had my first chemo treatment on april 10 (Cytoxan & Taxotere) with the Neulasta shot given the following day.  I did have my hair cut about a week ago (it was about 5 inches past my shoulders).  Surprisingly, I have gotten a lot of compliments on my new bob and I'm actually starting to like it too.  However, my hair is now starting to fall out (and pretty quickly).  I am struggling with shaving it and am really irritated with myself.  I told myself that I needed to do this this past weekend but couldn't."
46794,"It has been 3 years today since I heard the words ""you have cancer"". I am happy that I have been dancing with NED since I finished treatment. I was doing fine today until I got a phone call from a close friend. He told me that they suspect he may have prostrate cancer. He is going for a biopsy on the 9th and asked if I would be able to take him. Of course my answer was yes. I told him I will do whatever he needs as his wife is not well and totally dependent on him."
46864,"Hope your birthday was fantastic!  Filled with lots of cake and icecream!  Wishing you a happy, healthy year!
much love,
Jenny"
46902,Wishing you warm Birthday greetings - Enjoy your very special day dear Sister in PINK.
46950,Tomorrow I am having my surgery to complete my reconstruction (I finally get my new boob) and I am asking for your prayers and good wishes.
46968,"Today is my Second Treatment of Taxoter & Cytoxan!  Hopefully it goes the same as the First round.  I can handle it if it's the same and it helps now that I know what to expect.  I did lose my hair on Day 16 after First Treatment, it was coming out so bad that I just got a buzz hair cut.  My hairdresser was almost in tears so I tried to joke about it to keep her calm!  My mother blessed me with a pretty head!  The peach fuzz feels funnny!  I found these really cool scarfs on the internet called BeauBeau scarfs that are fitted to your head size and are pre-tied for you, all you have to do is put them on!  "
46994,"Had my last round of chemo on 12/18 and just wanted to thank all my pink sister for helping me through this incredibly hard time. Without your strength, love and support I don't know how I would of made it through. You are all amazing women and I am proud to call you my sisters! I know this week ahead will be hard but I am glad to have this behind me and looking forward to celebrating Christmas with my family and friends.
Next stop 35 rounds of radiation and I will be going back to work in mid January part time.
I wish you all a wonderful holiday and a very happy and healthy New Year!"
47005,"So I'm not a newbie to cancer.  I was dx'd wih colon cancer 12/2005.  I hadn't had a recurance and colonoscopies all clean. So about 3 weeks ago found a lump in my breast.  yep, the beast rears it's ugly head again.  Right now I'm stage 2.  I'm going for a PET scan tomorrow.  Guess they are trying to see if it is anywhere else and if it is a new cancer or metastisized from colon.  At this point I want a lumpectomy if we can.  Have to see if Tomixfen will shrink the tumor then we will start that.  When I read about the chemo it says not much effects.  I'm hoping.  The rounds of chemo really made me sick with the colon cancer and I would like to work through this chemo.  I have two jobs just to get by and can't afford to not work the second part time job.  UGH.  Just wanted to post.  Hard to talk to family because they are so upset.  I have 4 wonderful children that helped get me through the first cancer.  Hated telling them I had it again.  I now have a wonderful new guy friend.  My husband asked for a divorce almost a year after my first chemo.  Both parents died since I got cancer.  One was from prostrate cancer so I know it from the survivor side and the caregiver.  I always think of the people here that I met and helped me through it.  Guess I'm reaching out again to people that understand and don't judge.  I want to send hugs to everyone here as I write this.  "
47027,I am seeing the oncologist today.  He may want me off arimidex.  It's been 5 years.  He also wants to see me because I've been diagnosed with IBS.  I am prayiing that he doesn't call for more tests.  Also had a bone scan last monday ordered by my rheumatologist.  Praying that it doesn't show mets to my bones.  So scared!
47036,I see the Cancer Dr. Weds.She will have scan and blood work results.And hopefully more of a plan.Hopefully can tell me what stage.I am anxious but scared.more anxious to start fighting this beast.Wish me luck please.
47284,"When I was going through the terror and heartbreak of my cancer, I was encouraged by stories of brave women who survived and thrived. I am 11 years from the day I heard my doctor say ""you have a lump"" and the start of new pages to my life history. Today I am surrounded by the love of my family and friends and offer hope to all who are traveling this road."
47357,"Hi ladies, I haven't been here in a while and I'm in need of support. I had a pet scan done last week and my oncologist called me yesterday to give me the results. He says it came back normal but that it came back with a hot spot in a ""weird place"" (that were his exact words) the colon. So I have an appt next week with the gastroenterologist for an evaluation and then I'll get a colonoscopy. My regular doctor tells me not to worry yet as that hot spot can mean another illness not just cancer, but I can't stop thinking what if it is cancer again what if I have to go through all of that again? What if I die this time, I don't want to leave my kids alone they are too small they need their mother! Maybe I'm just overeacting but I can't help it I can't stop thinking about it. "
47393,"My husband, and I along with a Diane and Max ventured to Cabo San Lucas September 14th - a trip the 4 of us had planned for 5 months."
